cntry,nuts1,nuts2,nuts3
IT,ITF,ITF1,ITF13
IT,ITF,ITF1,ITF14
IT,ITF,ITF2,ITF21
IT,ITF,ITF2,ITF22
IT,ITF,ITF3,ITF31
IT,ITF,ITF3,ITF32
IT,ITF,ITF3,ITF33
IT,ITF,ITF3,ITF34
IT,ITF,ITF3,ITF35
IT,ITF,ITF4,ITF43
IT,ITF,ITF4,ITF44
IT,ITF,ITF4,ITF45
IT,ITF,ITF4,ITF46
IT,ITF,ITF4,ITF47
IT,ITF,ITF4,ITF48
IT,ITF,ITF5,ITF51
IT,ITF,ITF5,ITF52
IT,ITF,ITF6,ITF61
IT,ITF,ITF6,ITF62
IT,ITF,ITF6,ITF63
IT,ITF,ITF6,ITF64
IT,ITF,ITF6,ITF65
IT,ITG,ITG1,ITG11
IT,ITG,ITG1,ITG12
IT,ITG,ITG1,ITG13
IT,ITG,ITG1,ITG14
IT,ITG,ITG1,ITG15
IT,ITG,ITG1,ITG16
IT,ITG,ITG1,ITG17
IT,ITG,ITG1,ITG18
IT,ITG,ITG1,ITG19
IT,ITG,ITG2,ITG25
IT,ITG,ITG2,ITG26
IT,ITG,ITG2,ITG27
IT,ITG,ITG2,ITG28
IT,ITG,ITG2,ITG29
IT,ITG,ITG2,ITG2A
IT,ITG,ITG2,ITG2B
IT,ITG,ITG2,ITG2C
IT,ITH,ITH1,ITH10
IT,ITH,ITH2,ITH20
IT,ITH,ITH3,ITH31
IT,ITH,ITH3,ITH32
IT,ITH,ITH3,ITH33
IT,ITH,ITH3,ITH34
IT,ITH,ITH3,ITH35
IT,ITH,ITH3,ITH36
IT,ITH,ITH3,ITH37
IT,ITH,ITH4,ITH41
IT,ITH,ITH4,ITH42
IT,ITH,ITH4,ITH43
IT,ITH,ITH4,ITH44
IT,ITH,ITH5,ITH51
IT,ITH,ITH5,ITH52
IT,ITH,ITH5,ITH53
IT,ITH,ITH5,ITH54
IT,ITH,ITH5,ITH55
IT,ITH,ITH5,ITH56
IT,ITH,ITH5,ITH57
IT,ITH,ITH5,ITH58
IT,ITH,ITH5,ITH59
IT,ITI,ITI1,ITI11
IT,ITI,ITI1,ITI12
IT,ITI,ITI1,ITI13
IT,ITI,ITI1,ITI14
IT,ITI,ITI1,ITI15
IT,ITI,ITI1,ITI16
IT,ITI,ITI1,ITI17
IT,ITI,ITI1,ITI18
IT,ITI,ITI1,ITI19
IT,ITI,ITI1,ITI1A
IT,ITI,ITI2,ITI21
IT,ITI,ITI2,ITI22
IT,ITI,ITI3,ITI31
IT,ITI,ITI3,ITI32
IT,ITI,ITI3,ITI33
IT,ITI,ITI3,ITI34
IT,ITI,ITI3,ITI35
IT,ITI,ITI4,ITI41
IT,ITI,ITI4,ITI42
IT,ITI,ITI4,ITI43
IT,ITI,ITI4,ITI44
IT,ITI,ITI4,ITI45
LT,LT0,LT00,LT001
LT,LT0,LT00,LT002
LT,LT0,LT00,LT003
LT,LT0,LT00,LT004
LT,LT0,LT00,LT005
LT,LT0,LT00,LT006
LT,LT0,LT00,LT007
LT,LT0,LT00,LT008
LT,LT0,LT00,LT009
LT,LT0,LT00,LT00A
NL,NL1,NL11,NL111
NL,NL1,NL11,NL112
NL,NL1,NL11,NL113
NL,NL1,NL12,NL121
NL,NL1,NL12,NL122
NL,NL1,NL12,NL123
NL,NL1,NL12,NL124
NL,NL1,NL12,NL125
NL,NL1,NL12,NL126
NL,NL1,NL13,NL131
NL,NL1,NL13,NL132
NL,NL1,NL13,NL133
NL,NL2,NL21,NL211
NL,NL2,NL21,NL212
NL,NL2,NL21,NL213
NL,NL2,NL22,NL221
NL,NL2,NL22,NL224
NL,NL2,NL22,NL225
NL,NL2,NL22,NL226
NL,NL2,NL23,NL230
NL,NL3,NL31,NL310
NL,NL3,NL32,NL321
NL,NL3,NL32,NL322
NL,NL3,NL32,NL323
NL,NL3,NL32,NL324
NL,NL3,NL32,NL325
NL,NL3,NL32,NL326
NL,NL3,NL32,NL327
NL,NL3,NL32,NL328
NL,NL3,NL32,NL329
NL,NL3,NL33,NL331
NL,NL3,NL33,NL332
NL,NL3,NL33,NL333
NL,NL3,NL33,NL334
NL,NL3,NL33,NL335
NL,NL3,NL33,NL336
NL,NL3,NL33,NL337
NL,NL3,NL33,NL338
NL,NL3,NL33,NL339
NL,NL3,NL33,NL33A
NL,NL3,NL33,NL33B
NL,NL3,NL33,NL33C
NL,NL3,NL34,NL341
NL,NL3,NL34,NL342
NL,NL4,NL41,NL411
NL,NL4,NL41,NL412
NL,NL4,NL41,NL413
NL,NL4,NL41,NL414
NL,NL4,NL42,NL421
NL,NL4,NL42,NL422
NL,NL4,NL42,NL423
NO,NO0,NO01,NO011
NO,NO0,NO01,NO012
NO,NO0,NO02,NO021
NO,NO0,NO02,NO022
NO,NO0,NO03,NO031
NO,NO0,NO03,NO032
NO,NO0,NO03,NO033
NO,NO0,NO03,NO034
NO,NO0,NO04,NO041
NO,NO0,NO04,NO042
NO,NO0,NO04,NO043
NO,NO0,NO05,NO051
NO,NO0,NO05,NO052
NO,NO0,NO05,NO053
NO,NO0,NO06,NO060
NO,NO0,NO06,NO061
NO,NO0,NO06,NO062
NO,NO0,NO07,NO071
NO,NO0,NO07,NO072
NO,NO0,NO07,NO073
PL,PL1,PL11,PL113
PL,PL1,PL11,PL114
PL,PL1,PL11,PL115
PL,PL1,PL11,PL116
PL,PL1,PL11,PL117
PL,PL1,PL12,PL121
PL,PL1,PL12,PL122
PL,PL1,PL12,PL127
PL,PL1,PL12,PL128
PL,PL1,PL12,PL129
PL,PL1,PL12,PL12A
PL,PL1,PL12,PL12B
PL,PL1,PL12,PL12C
PL,PL1,PL12,PL12D
PL,PL1,PL12,PL12E
PL,PL2,PL21,PL213
PL,PL2,PL21,PL214
PL,PL2,PL21,PL215
PL,PL2,PL21,PL216
PL,PL2,PL21,PL217
PL,PL2,PL21,PL218
PL,PL2,PL21,PL219
PL,PL2,PL21,PL21A
PL,PL2,PL22,PL224
PL,PL2,PL22,PL225
PL,PL2,PL22,PL227
PL,PL2,PL22,PL228
PL,PL2,PL22,PL229
PL,PL2,PL22,PL22A
PL,PL2,PL22,PL22B
PL,PL2,PL22,PL22C
PL,PL3,PL31,PL311
PL,PL3,PL31,PL312
PL,PL3,PL31,PL314
PL,PL3,PL31,PL315
PL,PL3,PL32,PL323
PL,PL3,PL32,PL324
PL,PL3,PL32,PL325
PL,PL3,PL32,PL326
PL,PL3,PL33,PL331
PL,PL3,PL33,PL332
PL,PL3,PL34,PL343
PL,PL3,PL34,PL344
PL,PL3,PL34,PL345
PL,PL4,PL41,PL411
PL,PL4,PL41,PL414
PL,PL4,PL41,PL415
PL,PL4,PL41,PL416
PL,PL4,PL41,PL417
PL,PL4,PL41,PL418
PL,PL4,PL42,PL422
PL,PL4,PL42,PL423
PL,PL4,PL42,PL424
PL,PL4,PL42,PL425
PL,PL4,PL42,PL426
PL,PL4,PL42,PL427
PL,PL4,PL42,PL428
PL,PL4,PL43,PL431
PL,PL4,PL43,PL432
PL,PL5,PL51,PL514
PL,PL5,PL51,PL515
PL,PL5,PL51,PL516
PL,PL5,PL51,PL517
PL,PL5,PL51,PL518
PL,PL5,PL52,PL521
PL,PL5,PL52,PL522
PL,PL5,PL52,PL523
PL,PL5,PL52,PL524
PL,PL6,PL61,PL613
PL,PL6,PL61,PL614
PL,PL6,PL61,PL615
PL,PL6,PL61,PL616
PL,PL6,PL61,PL617
PL,PL6,PL61,PL618
PL,PL6,PL61,PL619
PL,PL6,PL62,PL621
PL,PL6,PL62,PL622
PL,PL6,PL62,PL623
PL,PL6,PL63,PL631
PL,PL6,PL63,PL633
PL,PL6,PL63,PL634
PL,PL6,PL63,PL635
PL,PL6,PL63,PL636
PL,PL6,PL63,PL637
PL,PL6,PL63,PL638
PT,PT1,PT11,PT111
PT,PT1,PT11,PT112
PT,PT1,PT11,PT113
PT,PT1,PT11,PT114
PT,PT1,PT11,PT115
PT,PT1,PT11,PT116
PT,PT1,PT11,PT117
PT,PT1,PT11,PT118
PT,PT1,PT11,PT119
PT,PT1,PT11,PT11A
PT,PT1,PT11,PT11B
PT,PT1,PT11,PT11C
PT,PT1,PT11,PT11D
PT,PT1,PT11,PT11E
PT,PT1,PT15,PT150
PT,PT1,PT16,PT161
PT,PT1,PT16,PT162
PT,PT1,PT16,PT163
PT,PT1,PT16,PT164
PT,PT1,PT16,PT165
PT,PT1,PT16,PT166
PT,PT1,PT16,PT167
PT,PT1,PT16,PT168
PT,PT1,PT16,PT169
PT,PT1,PT16,PT16A
PT,PT1,PT16,PT16B
PT,PT1,PT16,PT16C
PT,PT1,PT16,PT16D
PT,PT1,PT16,PT16E
PT,PT1,PT16,PT16F
PT,PT1,PT16,PT16G
PT,PT1,PT16,PT16H
PT,PT1,PT16,PT16I
PT,PT1,PT16,PT16J
PT,PT1,PT17,PT170
PT,PT1,PT17,PT171
PT,PT1,PT17,PT172
PT,PT1,PT18,PT181
PT,PT1,PT18,PT182
PT,PT1,PT18,PT183
PT,PT1,PT18,PT184
PT,PT1,PT18,PT185
PT,PT1,PT18,PT186
PT,PT1,PT18,PT187
PT,PT2,PT20,PT200
PT,PT3,PT30,PT300
SE,SE1,SE11,SE110
SE,SE1,SE12,SE121
SE,SE1,SE12,SE122
SE,SE1,SE12,SE123
SE,SE1,SE12,SE124
SE,SE1,SE12,SE125
SE,SE2,SE21,SE211
SE,SE2,SE21,SE212
SE,SE2,SE21,SE213
SE,SE2,SE21,SE214
SE,SE2,SE22,SE221
SE,SE2,SE22,SE224
SE,SE2,SE23,SE231
SE,SE2,SE23,SE232
SE,SE3,SE31,SE311
SE,SE3,SE31,SE312
SE,SE3,SE31,SE313
SE,SE3,SE32,SE321
SE,SE3,SE32,SE322
SE,SE3,SE33,SE331
SE,SE3,SE33,SE332
SI,SI0,SI01,SI011
SI,SI0,SI01,SI012
SI,SI0,SI01,SI013
SI,SI0,SI01,SI014
SI,SI0,SI01,SI015
SI,SI0,SI01,SI016
SI,SI0,SI01,SI017
SI,SI0,SI01,SI018
SI,SI0,SI02,SI021
SI,SI0,SI02,SI022
SI,SI0,SI02,SI023
SI,SI0,SI02,SI024
